,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.25,0.0,0.125,0.0,0.0,0.0,0.15384615384615385,0.25,0.0,0.2,0.14285714285714285,0.09788461538461539,0.09988226059654631
recall,0.4,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.14285714285714285,0.14,0.14285714285714285
f1-score,0.3076923076923077,0.0,0.15384615384615385,0.0,0.0,0.0,0.2222222222222222,0.22222222222222224,0.0,0.20000000000000004,0.14285714285714285,0.1105982905982906,0.11285539856968428
support,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.14285714285714285,49.0,49.0
