,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,1.0,0.0,0.04,0.10588235294117647,0.10588235294117647
recall,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.04,0.04,0.04
f1-score,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.33333333333333337,0.0,0.04,0.04242424242424243,0.042424242424242434
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,50.0,50.0
