Timestamp,HeartRate
82,73
1061,73
2072,73
3077,73
4068,73
5065,73
5865,73
6858,73
7854,72
8862,72
9857,73
10687,73
11663,73
12667,73
13663,74
14667,74
15667,74
16475,74
17460,74
18451,74
19458,74
20453,74
21284,74
22258,74
23264,74
24265,73
25263,74
26266,74
27073,74
28074,74
29065,74
30058,74
31052,74
31880,74
32854,74
33867,74
34858,74
35860,74
36861,74
37676,74
38667,74
39667,74
40664,74
41649,74
42655,74
43466,74
44453,74
45456,74
46454,74
47460,74
48270,72
49263,72
50267,74
51272,72
52271,72
53258,74
54059,74
55053,74
56054,74
57054,74
58063,74
58874,74
59860,74
