,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.14,0.11190476190476191,0.1119047619047619
recall,0.0,0.0,0.4,0.0,0.2,0.0,0.4,0.2,0.0,0.2,0.14,0.14,0.14
f1-score,0.0,0.0,0.21052631578947364,0.0,0.16666666666666666,0.0,0.3636363636363636,0.25,0.0,0.1818181818181818,0.14,0.11726475279106856,0.11726475279106857
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14,50.0,50.0
