,device_time_stamp,system_time_stamp,left_gaze_point_on_display_area_1,left_gaze_point_on_display_area_2,left_gaze_point_in_user_coordinate_system_1,left_gaze_point_in_user_coordinate_system_2,left_gaze_point_in_user_coordinate_system_3,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system_1,left_gaze_origin_in_user_coordinate_system_2,left_gaze_origin_in_user_coordinate_system_3,left_gaze_origin_in_trackbox_coordinate_system_1,left_gaze_origin_in_trackbox_coordinate_system_2,left_gaze_origin_in_trackbox_coordinate_system_3,left_gaze_origin_validity,right_gaze_point_on_display_area_1,right_gaze_point_on_display_area_2,right_gaze_point_in_user_coordinate_system_1,right_gaze_point_in_user_coordinate_system_2,right_gaze_point_in_user_coordinate_system_3,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system_1,right_gaze_origin_in_user_coordinate_system_2,right_gaze_origin_in_user_coordinate_system_3,right_gaze_origin_in_trackbox_coordinate_system_1,right_gaze_origin_in_trackbox_coordinate_system_2,right_gaze_origin_in_trackbox_coordinate_system_3,right_gaze_origin_validity
46,7546979638,106666511261,0.8591344356536865,-0.004289420787245,198.2422332763672,312.6903381347656,106.97301483154295,1,6.9295654296875,1,-43.672698974609375,-159.7852783203125,581.7083740234375,0.5997512936592102,0.8655533790588379,0.409666508436203,1,0.8994774222373962,-0.0531267374753952,220.5115509033203,326.9398193359375,112.159423828125,1,7.025390625,1,34.31822967529297,-161.78524780273438,581.783203125,0.4212264716625213,0.8700839877128601,0.4096676111221313,1
49,7547029558,106666561189,0.8686494827270508,-0.0360833592712879,203.49452209472656,321.967041015625,110.34941864013672,1,6.948410034179688,1,-43.41309356689453,-159.3006134033203,581.86181640625,0.5991308093070984,0.8643477559089661,0.4096687138080597,1,0.8954752683639526,-0.0468344464898109,218.30235290527344,325.1039123535156,111.49113464355467,1,7.020843505859375,1,34.66458511352539,-161.4086456298828,581.867919921875,0.4204452633857727,0.869168221950531,0.4096688330173492,1
52,7547079611,106666611242,0.860306978225708,-0.0357540734112262,198.8894500732422,321.8709411621094,110.31442260742188,1,6.601821899414063,1,-43.16007995605469,-158.8804168701172,581.9964599609375,0.5985289216041565,0.8633019328117371,0.4096704125404358,1,0.8717253804206848,0.0820318162441253,205.19241333007807,287.5040588378906,97.80584716796876,1,6.721893310546875,1,35.047874450683594,-161.25608825683594,581.892333984375,0.4195714294910431,0.8688036203384399,0.40967857837677,1
88,7547894224,106667425870,0.8483734726905823,-0.029566865414381,192.3021545410156,320.0657043457031,109.65735626220705,1,6.9359283447265625,1,-43.9583625793457,-157.5644073486328,582.2965087890625,0.600303590297699,0.8601050972938538,0.4096744358539581,1,0.8914216756820679,0.0170895904302597,216.0647735595703,306.4525146484375,104.70254516601562,1,6.989593505859375,1,34.48091125488281,-160.17942810058594,582.2208862304688,0.420913428068161,0.8661328554153442,0.4096735715866089,1
91,7547944144,106667475789,0.866249680519104,-0.0482336729764938,202.1698760986328,325.5121765136719,111.63971710205078,1,7.053009033203125,1,-43.73633193969727,-157.5951690673828,582.3050537109375,0.5997943878173828,0.8601701259613037,0.4096747934818268,1,0.9109378457069396,-0.0357753150165081,226.83773803710935,321.8771667480469,110.31668853759766,1,7.095718383789063,1,34.67190933227539,-160.26979064941406,582.1843872070312,0.4204716384410858,0.8663625717163086,0.4096730947494507,1
94,7547994064,106667525709,0.8547366857528687,-0.0384076759219169,195.8146514892578,322.6452331542969,110.5962142944336,1,7.1036529541015625,1,-43.57442855834961,-157.59085083007812,582.3184814453125,0.5994218587875366,0.860152006149292,0.4096750617027282,1,0.922296106815338,-0.045153621584177,233.1074981689453,324.613525390625,111.3126220703125,1,7.1329498291015625,1,34.79086685180664,-160.24501037597656,582.1841430664062,0.4201995134353637,0.8663060069084167,0.4096730947494507,1
97,7548043984,106667575629,0.8703739643096924,-0.0463140904903411,204.4464263916016,324.9520874023437,111.43585968017578,1,7.12042236328125,1,-43.53239059448242,-157.5723876953125,582.32666015625,0.5993242859840393,0.8601046800613403,0.4096751809120178,1,0.916166365146637,-0.0264369901269674,229.7238311767578,319.1524963378906,109.32494354248048,1,7.1043853759765625,1,34.90982437133789,-160.2177276611328,582.1845092773438,0.4199274480342865,0.866243302822113,0.4096730947494507,1
100,7548093904,106667625548,0.8509817123413086,-0.0492594130337238,193.7418670654297,325.8114624023437,111.74864196777344,1,7.115234375,1,-43.38544464111328,-157.6102752685547,582.3273315429688,0.5989881157875061,0.8601909279823303,0.4096750617027282,1,0.917535662651062,-0.0355882830917835,230.4796905517578,321.82257080078125,110.29681396484376,1,7.10174560546875,1,35.02217102050781,-160.2637176513672,582.1649169921875,0.4196677803993225,0.8663609027862549,0.409672737121582,1
103,7548143824,106667675469,0.8673925995826721,-0.0538274683058261,202.8007354736328,327.1443176269531,112.23371124267578,1,7.123580932617188,1,-43.3219108581543,-157.59642028808594,582.3357543945312,0.5988414287567139,0.8601539731025696,0.4096749126911163,1,0.9114154577255248,-0.0366711132228374,227.10134887695312,322.1385192871094,110.41178894042967,1,7.134536743164063,1,35.125274658203125,-160.3022918701172,582.1480102539062,0.4194296300411224,0.8664597868919373,0.4096724987030029,1
106,7548193744,106667725389,0.8749571442604065,-0.0477732084691524,206.9763641357422,325.3778381347656,111.59076690673828,1,7.1194915771484375,1,-43.31056213378906,-157.61585998535156,582.3314819335938,0.5988162159919739,0.8602011203765869,0.4096751809120178,1,0.9141973853111268,-0.0600944459438324,228.63694763183597,328.9728698730469,112.89932250976562,1,7.1301116943359375,1,35.15581512451172,-160.36582946777344,582.12841796875,0.4193570613861084,0.8666175007820129,0.4096721112728119,1
109,7548243664,106667775310,0.8783908486366272,-0.0377797037363052,208.8717498779297,322.4620056152344,110.52952575683594,1,7.08984375,1,-43.35786056518555,-157.55787658691406,582.3435668945312,0.5989223122596741,0.86006098985672,0.4096750617027282,1,0.921317994594574,-0.0406524017453193,232.56753540039065,323.3001403808594,110.83464050292967,1,7.131103515625,1,35.05276107788086,-160.2869873046875,582.1566772460938,0.4195966720581054,0.8664193153381348,0.409672737121582,1
115,7548343504,106667875151,0.8816823959350586,-0.030527364462614,210.68869018554688,320.345947265625,109.75936889648438,1,6.9962158203125,1,-43.36884689331055,-157.4316864013672,582.377197265625,0.5989416837692261,0.8597517013549805,0.409675657749176,1,0.8895987868309021,-0.0318938195705413,215.0585174560547,320.7446594238281,109.90444946289062,1,7.064117431640625,1,35.005706787109375,-160.1833038330078,582.188232421875,0.4197086691856384,0.8661623001098633,0.4096730947494507,1
118,7548393424,106667925071,0.8813997507095337,-0.0165786854922771,210.5326995849609,316.2760925292969,108.27801513671876,1,6.9329986572265625,1,-43.36678695678711,-157.35511779785156,582.398193359375,0.5989333987236023,0.8595636487007141,0.4096758961677551,1,0.8856021165847778,-0.0423917695879936,212.85235595703125,323.8077087402344,111.01925659179688,1,7.038970947265625,1,34.9570426940918,-160.16983032226562,582.1948852539062,0.4198209047317505,0.8661272525787354,0.4096730947494507,1
124,7548493264,106668024912,0.8858546614646912,-0.0199874471873044,212.9917755126953,317.2706604003906,108.64007568359376,1,6.8463897705078125,1,-43.58157730102539,-157.3295135498047,582.3890380859375,0.5994260907173157,0.8595107197761536,0.4096757769584656,1,0.8795133233070374,-0.0466821268200874,209.4913330078125,325.0594787597656,111.47492218017578,1,6.99859619140625,1,34.75992965698242,-160.09359741210938,582.22802734375,0.4202762544155121,0.865932047367096,0.4096738398075104,1
127,7548543184,106668074833,0.8955042958259583,-0.0249803233891725,218.31837463378903,318.7274475097656,109.17024230957033,1,6.8357696533203125,1,-43.68925857543945,-157.31155395507812,582.3857421875,0.5996728539466858,0.8594717383384705,0.4096757769584656,1,0.880668580532074,-0.0613131299614906,210.12905883789065,329.32843017578125,113.02871704101562,1,6.992706298828125,1,34.67759704589844,-160.0457763671875,582.24609375,0.4204670190811157,0.8658113479614258,0.4096738398075104,1
130,7548593104,106668124753,0.8970537185668945,-0.0197882074862718,219.17367553710935,317.2125549316406,108.61884307861328,1,6.8271484375,1,-43.73731994628906,-157.24514770507812,582.400146484375,0.599780261516571,0.859311044216156,0.4096758961677551,1,0.8757501840591431,-0.0504276454448699,207.41412353515625,326.1523132324219,111.87273406982422,1,6.9843597412109375,1,34.63594055175781,-159.9504852294922,582.2750244140625,0.4205662310123443,0.8655751943588257,0.4096744358539581,1
133,7548643024,106668174674,0.8977680802345276,-0.0217744354158639,219.56797790527344,317.7920837402344,108.82978057861328,1,6.828887939453125,1,-43.73392105102539,-157.19711303710938,582.4135131835938,0.5997702479362488,0.8591929078102112,0.4096761345863342,1,0.8688250780105591,-0.0226393360644578,203.5914459228516,318.0444030761719,108.9216537475586,1,6.96978759765625,1,34.6563835144043,-159.88360595703125,582.2923583984375,0.4205218553543091,0.8654114007949829,0.4096747934818268,1
136,7548692944,106668224594,0.886282205581665,-0.0045629129745066,213.22776794433597,312.7701721191406,107.00203704833984,1,6.828399658203125,1,-43.588993072509766,-157.0335235595703,582.4689331054688,0.5994293689727783,0.8587846755981445,0.4096769988536834,1,0.8878722786903381,-0.0408213883638381,214.10552978515625,323.3494567871094,110.85255432128906,1,7.0039825439453125,1,34.72403335571289,-159.84072875976562,582.3001708984375,0.4203681945800781,0.8653084635734558,0.4096747934818268,1
139,7548742864,106668274516,0.8907904624938965,-0.0211789663881063,215.7163848876953,317.61834716796875,108.76653289794922,1,6.854751586914063,1,-43.45139694213867,-156.9488067626953,582.5023193359375,0.5991091132164001,0.858570396900177,0.4096774756908417,1,0.8871791958808899,-0.0410076566040515,213.72293090820312,323.4038391113281,110.87232971191406,1,7.026763916015625,1,34.854583740234375,-159.81558227539062,582.2991943359375,0.4200695157051086,0.8652514815330505,0.4096746742725372,1
142,7548792784,106668324436,0.8906375765800476,-0.0163400080054998,215.63194274902344,316.2064208984375,108.25267791748048,1,6.876861572265625,1,-43.40988159179688,-156.93995666503906,582.5077514648438,0.5990133285522461,0.8585469126701355,0.4096773564815521,1,0.900511622428894,-0.024928705766797,221.0823974609375,318.7123718261719,109.16481018066406,1,7.030807495117188,1,34.861629486083984,-159.81919860839844,582.2977294921875,0.4200532138347626,0.8652607798576355,0.4096746742725372,1
145,7548842704,106668374358,0.7785248756408691,0.2230877131223678,153.74574279785156,246.34751892089844,82.82608032226562,1,5.899871826171875,1,-37.898536682128906,-136.6873779296875,507.7291870117188,0.5991742014884949,0.8582698106765747,0.2543409466743469,1,0.8185389637947083,0.2418916672468185,175.83351135253906,240.8609771728516,80.82923126220703,1,6.0297698974609375,1,30.24995231628418,-139.16964721679688,507.6510009765625,0.4204273819923401,0.8648363351821899,0.2545003592967987,1
148,7548892500,106668424154,0.7603448033332825,0.2714591920375824,143.7103271484375,232.23394775390625,77.68919372558594,1,5.7178955078125,1,-36.77300262451172,-132.42800903320312,491.8930358886719,0.5993272066116333,0.8582804799079895,0.2214660048484802,1,0.8049919605255127,0.2751833796501159,168.35557556152344,231.14732360839844,77.29371643066406,1,5.835693359375,1,29.24092674255371,-134.8223419189453,491.7799682617188,0.4205987751483917,0.8648462295532227,0.2215275317430496,1
151,7548942416,106668474072,0.756754457950592,0.2696017026901245,141.7284698486328,232.77590942382807,77.88643646240234,1,5.7201690673828125,1,-36.67552947998047,-132.0254669189453,490.48138427734375,0.5993490219116211,0.8582193851470947,0.2185240536928177,1,0.8063611388206482,0.2877793908119201,169.111328125,227.4720916748047,75.95609283447266,1,5.8157806396484375,1,29.159156799316406,-134.41311645507812,490.3645629882813,0.4205922782421112,0.8647887110710144,0.2185765355825424,1
154,7548992330,106668523987,0.7515517473220825,0.2711136937141418,138.85655212402344,232.3347625732422,77.7258529663086,1,5.73504638671875,1,-36.6659049987793,-132.01194763183594,490.2578125,0.5993683338165283,0.8583461046218872,0.2180850207805633,1,0.8115451335906982,0.2876434028148651,171.9729461669922,227.51177978515625,75.97050476074219,1,5.8234710693359375,1,29.11308479309082,-134.3992156982422,490.1428833007813,0.4206816554069519,0.8649160265922546,0.2181370854377746,1
157,7549042250,106668573907,0.7451897263526917,0.2706315815448761,135.34471130371094,232.47540283203125,77.77709197998047,1,5.75714111328125,1,-36.760345458984375,-132.28135681152344,491.123779296875,0.5994488000869751,0.8584443926811218,0.2199063748121261,1,0.8123227953910828,0.2716543972492218,172.4021759033203,232.17697143554688,77.66849517822266,1,5.8651123046875,1,29.150115966796875,-134.86996459960938,491.698974609375,0.4208316802978515,0.865035355091095,0.2213863581418991,1
160,7549092170,106668623829,0.7411257028579712,0.2664976119995117,133.10140991210938,233.6815948486328,78.21611785888672,1,5.76519775390625,1,-36.76185989379883,-132.28536987304688,491.0782165527344,0.5994621515274048,0.8584885001182556,0.2198209166526794,1,0.8115202784538269,0.2742347121238708,171.95925903320312,231.42410278320312,77.39447021484375,1,5.87066650390625,1,29.121078491210938,-134.9669952392578,491.9494934082031,0.4209504723548889,0.8651120066642761,0.2219166904687881,1
163,7549142090,106668673750,0.7457113265991211,0.2634139657020569,135.63262939453125,234.58132934570312,78.54360961914062,1,5.7834320068359375,1,-36.75055694580078,-132.27059936523438,491.14691162109375,0.5994175672531128,0.8583983182907104,0.2199439108371734,1,0.8123727440834045,0.2761174738407135,172.4297637939453,230.87478637695312,77.19446563720703,1,5.86505126953125,1,29.13640785217285,-135.030029296875,492.1600341796875,0.4209427237510681,0.8651262521743774,0.2223571836948394,1
166,7549192010,106668723671,0.7444483041763306,0.2676535844802856,134.93548583984375,233.3443145751953,78.09336853027344,1,5.7974395751953125,1,-36.832496643066406,-132.16433715820312,490.6110229492188,0.5997487902641296,0.8585016131401062,0.2188684046268463,1,0.7899911403656006,0.2741098999977112,160.0751190185547,231.4605255126953,77.40772247314453,1,5.844024658203125,1,29.04594039916992,-134.9224853515625,491.6101379394531,0.4210995733737945,0.8652436137199402,0.2212312072515487,1
169,7549241930,106668773592,0.7389932870864868,0.2502444386482239,131.92434692382812,238.42385864257807,79.94218444824219,1,5.843475341796875,1,-37.0498275756836,-133.0269317626953,493.7276611328125,0.599703848361969,0.8585636615753174,0.2253504693508148,1,0.7963082790374756,0.2674278616905212,163.56219482421875,233.41015625,78.11737060546875,1,5.9031829833984375,1,29.16506767272949,-135.85789489746094,494.8428649902344,0.4212929904460907,0.8653732538223267,0.2279638648033142,1
172,7549291850,106668823513,0.7441110014915466,0.2488075345754623,134.74925231933594,238.84312438964844,80.09474182128906,1,5.877487182617188,1,-37.23586654663086,-133.47982788085938,495.30120849609375,0.5998865962028503,0.858641505241394,0.2286430597305297,1,0.7956257462501526,0.2585881352424621,163.18540954589844,235.9893798828125,79.05609893798828,1,5.907562255859375,1,29.220378875732425,-136.3651123046875,496.5094299316406,0.421408087015152,0.8655065298080444,0.2314473837614059,1
175,7549341770,106668873434,0.7417173981666565,0.2466444075107574,133.42796325683594,239.4742584228516,80.32447052001953,1,5.878585815429688,1,-37.29796600341797,-133.6040496826172,495.6015625,0.5999928116798401,0.858757734298706,0.2292950451374054,1,0.7955837845802307,0.2589136958122253,163.16224670410156,235.89439392089844,79.02149963378906,1,5.920623779296875,1,29.17771339416504,-136.47434997558594,496.8364562988281,0.4215740263462066,0.8655585050582886,0.2321300059556961,1
178,7549391690,106668923355,0.7425301671028137,0.2417949438095092,133.8766632080078,240.88919067382807,80.83950805664062,1,5.877166748046875,1,-37.31932067871094,-133.6795196533203,495.7871398925781,0.6000126600265503,0.8588260412216187,0.2296947091817855,1,0.8028292059898376,0.2659571170806885,167.16172790527344,233.8393096923828,78.27349853515625,1,5.90185546875,1,29.165395736694336,-136.54331970214844,497.03033447265625,0.4216375350952148,0.8656006455421448,0.2325383275747299,1
181,7549441610,106668973276,0.7375154495239258,0.2476172149181366,131.1085205078125,239.1904144287109,80.22117614746094,1,5.8704833984375,1,-37.177955627441406,-133.77093505859375,496.07666015625,0.5995746850967407,0.8588618636131287,0.2302794158458709,1,0.8129616379737854,0.2758839428424835,172.7548370361328,230.94290161132807,77.21930694580078,1,5.913360595703125,1,29.286623001098636,-136.64239501953125,497.3102722167969,0.4213569164276123,0.8656600117683411,0.2331435531377792,1
184,7549491530,106669023197,0.7471309900283813,0.2476845383644104,136.4163360595703,239.1707763671875,80.2140121459961,1,5.892990112304688,1,-37.22267150878906,-134.2083282470703,497.7477416992188,0.5993592143058777,0.8588265180587769,0.2337315678596496,1,0.819682776927948,0.2740964293479919,176.46493530273438,231.46446228027344,77.40911865234375,1,5.939910888671875,1,29.469284057617188,-137.13961791992188,499.02545166015625,0.4211390018463135,0.8657292723655701,0.2367297410964965,1
187,7549541450,106669073118,0.7468996047973633,0.2389218807220459,136.28855895996094,241.7274627685547,81.14456939697266,1,5.958511352539063,1,-37.1844482421875,-134.704833984375,499.7784729003906,0.5988527536392212,0.8586905598640442,0.2378951460123062,1,0.8194718956947327,0.2630569636821747,176.34849548339844,234.6855010986328,78.58148193359375,1,5.97650146484375,1,29.75688362121582,-137.7333984375,501.0745849609375,0.4206962883472442,0.8658106923103333,0.2410219758749008,1
190,7549591370,106669123038,0.7489414215087891,0.2383705079555511,137.4156494140625,241.8883514404297,81.20315551757812,1,5.9437255859375,1,-37.12047576904297,-135.12384033203125,501.3016357421875,0.5983818173408508,0.8587130308151245,0.2410373538732528,1,0.829409658908844,0.2629933953285217,181.8341217041016,234.7040252685547,78.58827209472656,1,5.991500854492188,1,29.98893165588379,-138.20571899414062,502.633544921875,0.4203267991542816,0.8659268021583557,0.2443000525236129,1
193,7549641290,106669172959,0.7501913905143738,0.2408032566308975,138.1056365966797,241.17855834960935,80.94477844238281,1,5.97650146484375,1,-37.11783599853516,-135.66140747070312,503.02435302734375,0.5980371236801147,0.8589068055152893,0.2446344047784805,1,0.8249078989028931,0.25958052277565,179.3491973876953,235.6998443603516,78.95063781738281,1,6.030853271484375,1,30.22356986999512,-138.7783660888672,504.4384460449219,0.419991672039032,0.8661283850669861,0.2481049746274948,1
196,7549691210,106669222879,0.7496853470802307,0.2285370826721191,137.82630920410156,244.7575225830078,82.24740600585938,1,5.993133544921875,1,-37.066104888916016,-136.01995849609375,504.3703308105469,0.5976383090019226,0.8588951230049133,0.2474058866500854,1,0.8305820226669312,0.26022669672966,182.4812774658203,235.5113067626953,78.88201904296875,1,6.024383544921875,1,30.446956634521484,-139.1702117919922,505.8507995605469,0.419626384973526,0.8661369681358337,0.2510573863983154,1
199,7549741130,106669272800,0.7546356320381165,0.22745943069458,140.55889892578125,245.07192993164065,82.36187744140625,1,6.0133819580078125,1,-36.967098236083984,-136.30746459960938,505.5392761230469,0.5971512198448181,0.8588220477104187,0.2497928440570831,1,0.8303714990615845,0.2532466948032379,182.36509704589844,237.54788208007807,79.62332916259766,1,6.05303955078125,1,30.7037410736084,-139.51815795898438,507.0473327636719,0.4191411435604095,0.8661862015724182,0.253574937582016,1
202,7549791050,106669322721,0.7535588145256042,0.2267635613679886,139.96449279785156,245.2749938964844,82.43574523925781,1,6.0240325927734375,1,-36.88024139404297,-136.5878143310547,506.85638427734375,0.5966699719429016,0.858625590801239,0.2524633705615997,1,0.829339861869812,0.2538653314113617,181.79559326171875,237.36740112304688,79.55758666992188,1,6.0688018798828125,1,30.97649383544922,-139.84625244140625,508.3327331542969,0.4186305403709411,0.8661191463470459,0.2562550008296966,1
205,7549840970,106669372641,0.747295618057251,0.2224726229906082,136.50717163085938,246.52696228027344,82.89146423339844,1,6.093063354492188,1,-36.86582565307617,-136.78109741210938,507.64495849609375,0.5964816808700562,0.8585751056671143,0.2540808022022247,1,0.8365361094474792,0.2521079778671264,185.7679443359375,237.880126953125,79.7442398071289,1,6.076171875,1,31.128684997558597,-140.04351806640625,509.1300048828125,0.4183595478534698,0.8660614490509033,0.2579120993614197,1
208,7549890890,106669422562,0.7534404993057251,0.2185917794704437,139.89915466308594,247.6593017578125,83.3035888671875,1,6.059097290039063,1,-36.95132064819336,-136.99026489257812,508.6483459472656,0.5965147018432617,0.8584150075912476,0.2561342716217041,1,0.8380937576293945,0.2496932446956634,186.62774658203125,238.5846710205078,80.00074005126953,1,6.094970703125,1,31.225387573242188,-140.24444580078125,510.21295166015625,0.4182799756526947,0.8658084273338318,0.2601146101951599,1
