,device_time_stamp,system_time_stamp,left_gaze_point_on_display_area_1,left_gaze_point_on_display_area_2,left_gaze_point_in_user_coordinate_system_1,left_gaze_point_in_user_coordinate_system_2,left_gaze_point_in_user_coordinate_system_3,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system_1,left_gaze_origin_in_user_coordinate_system_2,left_gaze_origin_in_user_coordinate_system_3,left_gaze_origin_in_trackbox_coordinate_system_1,left_gaze_origin_in_trackbox_coordinate_system_2,left_gaze_origin_in_trackbox_coordinate_system_3,left_gaze_origin_validity,right_gaze_point_on_display_area_1,right_gaze_point_on_display_area_2,right_gaze_point_in_user_coordinate_system_1,right_gaze_point_in_user_coordinate_system_2,right_gaze_point_in_user_coordinate_system_3,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system_1,right_gaze_origin_in_user_coordinate_system_2,right_gaze_origin_in_user_coordinate_system_3,right_gaze_origin_in_trackbox_coordinate_system_1,right_gaze_origin_in_trackbox_coordinate_system_2,right_gaze_origin_in_trackbox_coordinate_system_3,right_gaze_origin_validity
36,483165841,99602770961,0.3300874531269073,1.4928163290023804,-93.7917251586914,-124.12708282470705,-52.015586853027344,1,7.0225830078125,1,-55.70808410644531,-171.70086669921875,577.2364501953125,0.6282903552055359,0.8958752155303955,0.4096057116985321,1,0.2991425096988678,1.5221532583236694,-110.87334442138672,-132.68687438964844,-55.13107299804688,1,7.380783081054687,1,26.783884048461918,-168.6046905517578,580.2294921875,0.438307523727417,0.8867262601852417,0.4096464812755584,1
39,483215770,99602820857,0.3840191662311554,1.294067144393921,-64.02142333984375,-66.13712310791016,-30.90895271301269,1,5.308685302734375,1,-42.10252380371094,-131.81637573242188,444.35260009765625,0.6259493827819824,0.8948031663894653,0.1308005303144455,1,0.3980810940265655,1.333025574684143,-56.25925064086914,-77.50415802001953,-35.04623794555664,1,5.527618408203125,1,21.085987091064453,-129.07131958007812,445.26763916015625,0.4367163479328155,0.8857819437980652,0.1281536221504211,1
40,483232222,99602837308,0.3788416087627411,1.2882177829742432,-66.8794174194336,-64.43045806884766,-30.28778076171875,1,5.329269409179688,1,-42.03459167480469,-131.89389038085938,444.7336120605469,0.6256378889083862,0.894696831703186,0.1315597593784332,1,0.39191934466362,1.2874433994293213,-59.6605224609375,-64.2044448852539,-30.20553398132324,1,5.4879302978515625,1,21.16532516479492,-129.14663696289062,445.527587890625,0.4365159869194031,0.8857818841934204,0.1287015974521637,1
42,483265681,99602870767,0.4022795259952545,1.271531581878662,-53.94172668457031,-59.56178665161133,-28.515708923339844,1,5.381118774414063,1,-41.07989883422852,-132.97357177734375,451.1174926757813,0.6210386753082275,0.8922953009605408,0.1441960483789444,1,0.41586834192276,1.2843226194381714,-46.440650939941406,-63.29388427734375,-29.87412643432617,1,5.4902191162109375,1,22.878158569335938,-130.4208221435547,451.6629943847656,0.4323254227638244,0.8842949271202087,0.141344666481018,1
60,483601855,99603206857,0.8832383751869202,-0.1569226533174514,211.5476226806641,357.2248840332031,123.18219757080078,1,7.21429443359375,1,-26.978012084960938,-156.1073455810547,583.731689453125,0.5613201856613159,0.8558952808380127,0.4096942245960235,1,0.8788496255874634,-0.0267802290618419,209.12501525878903,319.25262451171875,109.3614501953125,1,7.3361663818359375,1,53.399169921875,-158.50450134277344,581.2437744140625,0.377439022064209,0.8629114627838135,0.409660279750824,1
63,483651775,99603256777,0.8918823003768921,-0.1571449786424636,216.31903076171875,357.2897644042969,123.20578002929688,1,7.245773315429687,1,-26.90668487548828,-154.10433959960938,584.270751953125,0.5611008405685425,0.8510016202926636,0.4097015261650085,1,0.8819766044616699,0.0076813357882201,210.85107421875,309.1976013183594,105.7016830444336,1,7.334640502929687,1,53.61600875854492,-156.36434936523438,581.8071899414062,0.3770611882209778,0.8576614260673523,0.4096678495407104,1
66,483701695,99603306697,0.8914204835891724,-0.1852157711982727,216.0641021728516,365.4801025390625,126.18682861328124,1,7.3050537109375,1,-27.021648406982425,-153.88636779785156,584.3232421875,0.5613572597503662,0.8504732847213745,0.4097021520137787,1,0.8920780420303345,-0.0052056089043617,216.42710876464844,312.9577331542969,107.0701904296875,1,7.381988525390625,1,53.64217376708984,-155.98658752441406,581.9068603515625,0.3770223259925842,0.8567356467247009,0.4096691906452179,1
69,483751615,99603356618,0.9089860320091248,-0.1852656602859497,225.7602996826172,365.4946594238281,126.1921157836914,1,7.3430633544921875,1,-27.05878448486328,-153.33340454101562,584.4679565429688,0.5614266395568848,0.8491265773773193,0.4097042381763458,1,0.9045182466506958,0.0036471022758632,223.2940673828125,310.37469482421875,106.1301727294922,1,7.44158935546875,1,53.694297790527344,-155.4178924560547,582.0552978515625,0.3769344091415405,0.8553436398506165,0.409671276807785,1
72,483801535,99603406540,0.9103018045425416,-0.1746510565280914,226.4866180419922,362.3975830078125,125.06491088867188,1,7.372711181640625,1,-27.188310623168945,-153.11512756347656,584.5194702148438,0.5617163181304932,0.8485985398292542,0.4097048342227936,1,0.8887059092521667,-0.0073539926670491,214.56570434570312,313.5845642089844,107.29837799072266,1,7.45489501953125,1,53.62491226196289,-155.2700958251953,582.1014404296875,0.3771028816699981,0.8549773097038269,0.4096718728542328,1
75,483851455,99603456456,0.9211715459823608,-0.1628996580839157,232.48670959472656,358.9688415527344,123.81689453125,1,7.4062957763671875,1,-27.92286491394043,-152.6366729736328,584.6106567382812,0.5633798241615295,0.847454309463501,0.409706175327301,1,0.8849173188209534,0.0174441412091255,212.47439575195312,306.3490600585937,104.66490936279295,1,7.4580535888671875,1,52.961082458496094,-154.8232879638672,582.2825927734375,0.3786591589450836,0.8538450002670288,0.4096745550632477,1
