,device_time_stamp,system_time_stamp,left_gaze_point_on_display_area_1,left_gaze_point_on_display_area_2,left_gaze_point_in_user_coordinate_system_1,left_gaze_point_in_user_coordinate_system_2,left_gaze_point_in_user_coordinate_system_3,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system_1,left_gaze_origin_in_user_coordinate_system_2,left_gaze_origin_in_user_coordinate_system_3,left_gaze_origin_in_trackbox_coordinate_system_1,left_gaze_origin_in_trackbox_coordinate_system_2,left_gaze_origin_in_trackbox_coordinate_system_3,left_gaze_origin_validity,right_gaze_point_on_display_area_1,right_gaze_point_on_display_area_2,right_gaze_point_in_user_coordinate_system_1,right_gaze_point_in_user_coordinate_system_2,right_gaze_point_in_user_coordinate_system_3,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system_1,right_gaze_origin_in_user_coordinate_system_2,right_gaze_origin_in_user_coordinate_system_3,right_gaze_origin_in_trackbox_coordinate_system_1,right_gaze_origin_in_trackbox_coordinate_system_2,right_gaze_origin_in_trackbox_coordinate_system_3,right_gaze_origin_validity
71,7395170749,106514703812,0.7511657476425171,0.2405631691217422,138.6435546875,241.2486114501953,80.97024536132812,1,5.9303741455078125,1,-37.69862747192383,-141.54345703125,500.8390197753906,0.600010097026825,0.8761129975318909,0.2436387985944748,1,0.7837805151939392,0.2475099712610244,156.64686584472656,239.22171020507807,80.23253631591797,1,6.001800537109375,1,28.80961799621582,-143.90518188476562,501.837158203125,0.4233300685882568,0.8816314339637756,0.2457136213779449,1
73,7395203946,106514737020,0.7493361234664917,0.2356146275997162,137.63352966308594,242.6924591064453,81.49578094482422,1,5.9694671630859375,1,-37.6442985534668,-140.87271118164062,503.870361328125,0.5992634892463684,0.8720763325691223,0.2490902096033096,1,0.8106169104576111,0.2629548609256744,171.4605255126953,234.71530151367188,78.59232330322266,1,6.038787841796875,1,29.467575073242188,-143.17152404785156,505.0749206542969,0.4220854043960571,0.8772492408752441,0.2516027688980102,1
76,7395253866,106514786947,0.7541516423225403,0.2252486646175384,140.291748046875,245.71697998046875,82.59661865234375,1,6.00213623046875,1,-37.66920471191406,-139.99595642089844,505.6487121582031,0.5989791750907898,0.8684580326080322,0.2520427107810974,1,0.8066384792327881,0.2151614874601364,169.26446533203125,248.6601409912109,83.66785430908203,1,6.069015502929688,1,29.88347053527832,-142.1621856689453,506.76849365234375,0.4212521910667419,0.8733355402946472,0.2543575465679168,1
79,7395303786,106514836865,0.752089262008667,0.2167455703020095,139.15330505371094,248.19793701171875,83.4996566772461,1,6.023284912109375,1,-37.71881103515625,-138.52671813964844,506.7555236816406,0.598892867565155,0.8637920022010803,0.2534012496471405,1,0.8139382004737854,0.2452227026224136,173.29388427734375,239.88905334472656,80.47547149658203,1,6.12860107421875,1,30.19402885437012,-140.60189819335938,507.92474365234375,0.4206167459487915,0.8683945536613464,0.2557805180549621,1
82,7395353706,106514886784,0.7599424123764038,0.2184578031301498,143.48822021484375,247.6983795166016,83.31780242919922,1,6.0631103515625,1,-37.65774154663086,-137.89170837402344,506.9229736328125,0.598699688911438,0.8620036244392395,0.2533814609050751,1,0.8213090300559998,0.2493295818567276,177.3625946044922,238.69078063964844,80.03935241699219,1,6.156097412109375,1,30.49188041687012,-139.7923126220703,508.1279296875,0.4198678433895111,0.8661254644393921,0.2557758688926697,1
85,7395403626,106514936703,0.7649407386779785,0.206939697265625,146.2472686767578,251.05911254882807,84.54094696044922,1,6.10430908203125,1,-37.52606201171875,-136.10935974121094,508.16900634765625,0.5981120467185974,0.8564448952674866,0.2548359334468841,1,0.8195967674255371,0.2535523176193237,176.41741943359375,237.4586944580078,79.59091186523438,1,6.1893157958984375,1,30.909568786621094,-138.0591583251953,509.3741760253906,0.4189713895320892,0.8606982827186584,0.2573131024837494,1
88,7395453546,106514986622,0.7648859024047852,0.1999932527542114,146.21702575683594,253.08587646484372,85.2786865234375,1,6.139404296875,1,-37.09310531616211,-134.8141632080078,508.7710571289063,0.5968624949455261,0.8526328206062317,0.2552701532840729,1,0.8324263095855713,0.2497607618570327,183.4993133544922,238.5649871826172,79.99351501464844,1,6.20172119140625,1,31.50798797607422,-136.8185272216797,509.904296875,0.4174926280975342,0.8570830821990967,0.2577607333660126,1
91,7395503466,106515036541,0.7702648639678955,0.1873480230569839,149.18621826171875,256.7754211425781,86.62154388427734,1,6.1959991455078125,1,-36.2293586730957,-132.1809539794922,509.5331726074219,0.5944599509239197,0.8452234268188477,0.2552884519100189,1,0.8224658966064453,0.2541339993476867,178.00115966796875,237.2889709472656,79.52911376953125,1,6.231460571289063,1,32.526145935058594,-134.4208984375,510.4773254394531,0.4149290025234222,0.8504275679588318,0.2577598989009857,1
94,7395553386,106515086461,0.7377598881721497,0.2076720148324966,131.24343872070312,250.84542846679688,84.46324157714844,1,6.208023071289063,1,-35.59117889404297,-132.2513427734375,508.9227294921875,0.5929036736488342,0.8458219170570374,0.2540578544139862,1,0.7889634966850281,0.24966761469841,159.5078582763672,238.5921630859375,80.00342559814453,1,6.250640869140625,1,33.190460205078125,-135.18862915039062,509.30804443359375,0.4129973351955414,0.853239893913269,0.2559777796268463,1
97,7395603306,106515136380,0.7402145266532898,0.2196947336196899,132.5984344482422,247.33750915527344,83.18641662597656,1,6.218917846679688,1,-35.41176986694336,-130.62725830078125,508.3722229003906,0.592534601688385,0.8419424891471863,0.2521592974662781,1,0.8009687066078186,0.2572004497051239,166.13473510742188,236.39427185058597,79.20345306396484,1,6.2499847412109375,1,33.27153015136719,-133.7313232421875,509.0295104980469,0.4127377271652221,0.8496209383010864,0.2547077536582947,1
100,7395653226,106515186300,0.7402051091194153,0.211062878370285,132.5932159423828,249.8560485839844,84.1031265258789,1,6.266937255859375,1,-36.0028076171875,-129.50100708007812,508.757568359375,0.5940113067626953,0.8387354016304016,0.2524276077747345,1,0.815338671207428,0.2661106288433075,174.0669403076172,233.7945251464844,78.25714874267578,1,6.2497406005859375,1,32.76460647583008,-132.4749755859375,509.5601196289063,0.414153128862381,0.8459734320640564,0.2550349235534668,1
103,7395703146,106515236219,0.7456217408180237,0.203055277466774,135.5832061767578,252.1924591064453,84.95353698730469,1,6.2951507568359375,1,-36.82760620117188,-130.10360717773438,509.8583679199219,0.5959620475769043,0.8395774960517883,0.2549669146537781,1,0.8127291202545166,0.2586961388587951,172.62646484375,235.95785522460935,79.0446548461914,1,6.2794342041015625,1,32.21315383911133,-132.4694061279297,511.1168212890625,0.4158506095409393,0.8449045419692993,0.2579721808433532,1
106,7395753066,106515286139,0.7551411390304565,0.1927151829004287,140.8379364013672,255.20941162109372,86.05162048339844,1,6.345855712890625,1,-37.36119842529297,-129.17440795898438,510.48236083984375,0.5972363948822021,0.8367382287979126,0.2557918727397918,1,0.8224925398826599,0.2586881518363952,178.01588439941406,235.960205078125,79.04544830322266,1,6.314498901367188,1,31.808958053588867,-131.3656005859375,511.8514404296875,0.4170226156711578,0.8415375351905823,0.2587929666042328,1
109,7395802986,106515336059,0.7623376846313477,0.2033972740173339,144.81039428710938,252.0926971435547,84.91719055175781,1,6.3682861328125,1,-37.74040985107422,-130.47708129882812,510.3482055664063,0.598251461982727,0.8402257561683655,0.256227046251297,1,0.8210050463676453,0.2622532546520233,177.1947479248047,234.91998291015625,78.66686248779297,1,6.3211822509765625,1,31.486495971679688,-132.5460968017578,511.80712890625,0.4178544580936432,0.8446385264396667,0.2592570781707763,1
112,7395852906,106515385979,0.760798990726471,0.2066510319709777,143.96107482910156,251.14329528808597,84.57161712646484,1,6.372100830078125,1,-38.36555480957031,-129.7620849609375,510.919189453125,0.599770724773407,0.8379817605018616,0.2570686042308807,1,0.8239119648933411,0.2652372419834137,178.79937744140625,234.04934692382807,78.3499526977539,1,6.310028076171875,1,30.93218231201172,-131.8798370361328,512.4586181640625,0.4193989932537079,0.842468798160553,0.2601187825202942,1
115,7395902826,106515435899,0.7552459239959717,0.194791704416275,140.89578247070312,254.6035614013672,85.8310775756836,1,6.3941802978515625,1,-39.44887924194336,-130.78794860839844,511.4582824707031,0.6024859547615051,0.8402962684631348,0.2587752640247345,1,0.8186286091804504,0.2600628137588501,175.88299560546875,235.55911254882807,78.89948272705078,1,6.3514404296875,1,29.982290267944336,-132.76620483398438,513.2094116210938,0.4219813048839569,0.8442673683166504,0.2619034349918365,1
118,7395952746,106515485818,0.7615602016448975,0.1980603039264679,144.38125610351562,253.64987182617188,85.48396301269531,1,6.4180755615234375,1,-40.86207962036133,-130.3509063720703,511.6870422363281,0.6061177253723145,0.8390066623687744,0.2592160701751709,1,0.8195346593856812,0.2640072107315063,176.38311767578125,234.40823364257807,78.48060607910156,1,6.3567657470703125,1,28.65367126464844,-132.1034393310547,513.6795043945312,0.4254967272281647,0.8422340154647827,0.2623350918292999,1
121,7396002666,106515535736,0.7538855671882629,0.1972055584192276,140.1448516845703,253.89927673339844,85.57476043701172,1,6.420181274414063,1,-42.22587585449219,-131.4911651611328,511.2957153320313,0.6097510457038879,0.8422359824180603,0.2592380344867706,1,0.8255795836448669,0.2541971802711487,179.7198944091797,237.2705535888672,79.52239227294922,1,6.348556518554688,1,27.33628845214844,-132.95654296875,513.5328979492188,0.4288915991783142,0.8445438742637634,0.2623384892940521,1
124,7396052586,106515585655,0.7515454888343811,0.1945230513811111,138.85313415527344,254.6819610595703,85.85961151123047,1,6.407928466796875,1,-43.49648284912109,-131.30990600585938,510.637451171875,0.6132063269615173,0.8422048091888428,0.2580828964710235,1,0.8257524967193604,0.2723016440868377,179.8153839111328,231.9881134033203,77.59978485107422,1,6.332611083984375,1,26.019243240356445,-132.531494140625,513.0922241210938,0.4322488605976105,0.8437369465827942,0.2611413598060608,1
127,7396102506,106515635574,0.7527884840965271,0.2047620266675949,139.53927612304688,251.6944732666016,84.77227020263672,1,6.3927764892578125,1,-44.65349578857422,-132.17298889160156,509.2511596679688,0.6165405511856079,0.8453938364982605,0.2560310065746307,1,0.8197049498558044,0.2712728083133697,176.47711181640625,232.288330078125,77.70899200439453,1,6.331298828125,1,24.774658203125,-133.3050079345703,511.854736328125,0.4353234767913818,0.8465808629989624,0.2590170800685882,1
