Timestamp,HeartRate
273,75
1283,74
2274,74
3232,74
4221,74
5172,74
6100,74
7135,75
8089,75
9056,74
10022,75
10998,75
11948,75
12942,76
13913,76
14877,76
15852,76
16846,76
17756,76
18771,76
19735,75
20710,75
21701,76
22657,76
23582,76
24596,76
25563,76
26534,76
27512,76
28478,76
29407,76
30420,76
31393,79
32369,81
33332,81
34298,81
35231,81
36248,80
37224,79
38189,79
39158,78
40132,77
41062,77
42110,76
43047,76
44016,77
44993,77
45985,77
46889,77
47907,77
48873,77
49851,77
50844,77
51793,77
52724,77
53727,77
54703,81
55676,82
56653,81
57614,81
58549,81
59557,80
