date,type,subType,value
20240221-202924,slowHeadTilting,forward,1
20240221-202925,slowHeadTilting,forward,-1
20240221-202926,slowHeadTilting,forward,1
20240221-202930,slowHeadTilting,forward,-1
20240221-202934,slowHeadTilting,forward,1
20240221-202935,slowHeadTilting,forward,-1

