Timestamp,HeartRate
788,63
1775,63
2607,63
3589,63
4586,63
5584,63
6584,63
7585,63
8394,63
9384,63
10380,63
11370,63
12376,63
13221,63
14185,63
15178,63
16178,63
17184,63
18189,63
18999,63
19984,63
20970,63
21967,63
22973,63
23976,63
24783,63
25778,63
26781,63
27786,63
28790,63
29602,63
30587,63
31567,63
32567,63
33566,63
34578,63
35388,63
36377,63
37376,63
38388,63
39378,63
40208,63
41186,63
42191,63
43166,63
44175,63
45182,63
45989,63
46973,63
47975,63
48990,63
49988,63
50802,63
51784,63
52794,63
53788,63
54767,63
55777,63
56581,63
57572,63
58574,63
59582,63
