Timestamp,HeartRate
498,68
1481,67
2400,67
3404,68
4376,69
5350,69
6359,70
7281,70
8211,70
9218,70
10188,69
11181,69
12135,69
13098,69
14023,69
15036,69
16004,68
16988,67
17940,67
18913,67
19836,67
20845,67
21839,67
22788,67
23755,67
24722,67
25649,67
26660,68
27640,68
28599,68
29569,68
30536,68
31471,68
32491,68
33444,68
34419,68
35380,67
36351,67
37303,67
38326,67
39257,67
40226,67
41198,67
42173,67
43097,67
44112,67
45077,68
46039,68
47015,68
48004,68
48918,68
49922,68
50889,68
51859,68
52857,68
53807,67
54731,67
55736,67
56705,67
57682,67
58661,67
59611,67
