Timestamp,HeartRate
72,89
879,89
1875,89
2878,89
3889,89
4866,89
5873,89
6873,89
7682,89
8683,89
9687,89
10666,89
11669,89
12675,89
13492,89
14479,89
15489,89
16468,89
17471,89
18472,89
19307,89
20285,89
21282,89
22271,89
23273,89
24274,89
25282,89
26093,89
27080,89
28068,89
29075,89
30082,89
31081,89
31916,89
32885,88
33878,88
34881,88
35878,88
36882,88
37885,88
38869,88
39679,88
40675,88
41684,88
42689,88
43662,88
44675,88
45492,88
46487,88
47489,88
48484,88
49474,88
50470,88
51475,88
52288,88
53283,89
54282,89
55265,89
56277,89
57280,89
58102,89
59084,89
