date,type,subType,value
20240221-214103,slowHeadTilting,right,1
20240221-214105,slowHeadTilting,right,-1
20240221-214110,slowHeadTilting,forward,1
20240221-214112,slowHeadTilting,forward,-1
20240221-214119,slowHeadTilting,forward,1
20240221-214120,slowHeadTilting,forward,-1

