Timestamp,HeartRate
428,64
1408,64
2319,64
3323,64
4290,64
5256,64
6223,64
7210,64
8121,64
9123,64
10088,64
11052,64
12019,64
12987,64
13929,64
14922,64
15889,64
16853,64
17815,64
18785,64
19725,64
20732,64
21687,64
22651,64
23612,64
24586,64
25516,64
26543,64
27492,64
28451,64
29414,64
30380,64
31315,64
32314,64
33294,64
34251,64
35204,64
36171,64
37099,64
38106,64
39074,64
40058,64
41010,64
42000,64
42901,64
43905,64
44871,64
45841,64
46816,64
47771,64
48690,64
49697,64
50666,64
51631,64
52598,64
53575,64
54498,64
55493,64
56456,64
57424,64
58391,64
59384,64
