,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.05555555555555555,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.04,0.012222222222222221,0.012222222222222223
recall,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04
f1-score,0.0,0.0,0.08695652173913045,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.04,0.018695652173913047,0.018695652173913044
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,50.0,50.0
