,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.0,0.0,0.05263157894736842,0.5,0.0,0.0,0.0,0.0,0.04,0.055263157894736833,0.05526315789473684
recall,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.04,0.04,0.04
f1-score,0.0,0.0,0.0,0.0,0.08333333333333333,0.28571428571428575,0.0,0.0,0.0,0.0,0.04,0.036904761904761905,0.036904761904761905
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,50.0,50.0
