,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.058823529411764705,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.04,0.011437908496732025,0.011437908496732025
recall,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04
f1-score,0.0,0.0,0.0909090909090909,0.0,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.04,0.017786561264822136,0.017786561264822132
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,50.0,50.0
