Timestamp,HeartRate
283,77
1247,77
2227,77
3192,77
4158,77
5091,77
6131,77
7082,77
8052,77
9027,77
9999,78
10934,78
11938,78
12906,78
13883,78
14876,78
15827,79
16761,79
17768,79
18741,79
19730,77
20686,79
21659,78
22586,78
23596,79
24576,79
25542,78
26502,78
27483,78
28437,78
29431,78
30400,78
31368,78
32342,78
33325,78
34255,78
35256,78
36230,78
37201,78
38181,78
39146,78
40082,78
41089,79
42082,79
43031,77
44003,77
44973,77
45914,77
46936,79
47886,79
48860,79
49842,79
50830,79
51753,79
52751,79
53721,79
54699,79
55685,79
56635,79
57576,79
58585,79
59553,79
