date,type,subType,value
20240221-204004,slowHeadTilting,forward,-1
20240221-204030,slowHeadTilting,forward,1
20240221-204032,slowHeadTilting,forward,-1
20240221-204039,slowHeadTilting,forward,1
20240221-204040,slowHeadTilting,forward,-1

