date,type,subType,value
20240221-203953,slowHeadTilting,forward,1
20240221-203954,slowHeadTilting,forward,-1
20240221-203955,slowHeadTilting,forward,1
20240221-203958,slowHeadTilting,forward,-1
20240221-203959,slowHeadTilting,forward,1

