date,type,subType,value
20240221-204507,slowHeadTilting,forward,1
20240221-204508,slowHeadTilting,forward,-1
20240221-204528,slowHeadTilting,forward,1
20240221-204530,slowHeadTilting,forward,-1
20240221-204531,slowHeadTilting,right,1
20240221-204534,slowHeadTilting,right,-1

