id,date,eyeMoveUp,eyeMoveDown,eyeMoveLeft,eyeMoveRight,blinkSpeed,blinkStrength,walking,roll,pitch,yaw,accX,accY,accZ,fitError,powerLeft,noiseStatus,sequenceNumber
0,2024-02-21T20:38:11.341+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.125,-0.3125,-14.875,0,5,false,31
1,2024-02-21T20:38:11.392+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.625,-1.3125,-15.75,0,5,false,32
2,2024-02-21T20:38:11.430+0900,0,0,0,7,0,0,false,0.0,0.0,0.0,0.5,-1.3125,-16.3125,0,5,true,33
3,2024-02-21T20:38:11.469+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.75,-1.125,-16.3125,0,5,true,34
4,2024-02-21T20:38:11.544+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.625,-1.125,-16.1875,0,5,true,35
5,2024-02-21T20:38:11.582+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,1.0625,-1.1875,-15.75,0,5,true,36
6,2024-02-21T20:39:49.380+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.625,0.8125,-15.9375,0,5,true,200
7,2024-02-21T20:39:49.424+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.6875,1.1875,-17.875,0,5,true,201
8,2024-02-21T20:39:49.457+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.9375,2.0,-17.0,0,5,true,202
9,2024-02-21T20:39:49.531+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.9375,1.8125,-16.1875,0,5,true,203
10,2024-02-21T20:39:49.568+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.5625,0.75,-15.75,0,5,true,204
11,2024-02-21T20:39:49.606+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.0625,0.5625,-16.25,0,5,true,205
12,2024-02-21T20:39:49.683+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-2.0,-0.0625,-17.9375,0,5,true,206
13,2024-02-21T20:39:49.721+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.375,-0.0625,-16.875,0,5,true,207
14,2024-02-21T20:39:49.757+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.625,-0.3125,-13.875,0,5,true,208
15,2024-02-21T20:39:49.837+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.75,-0.625,-14.1875,0,5,true,209
16,2024-02-21T20:39:49.872+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.75,-0.1875,-14.5625,0,5,true,210
17,2024-02-21T20:39:49.907+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.75,1.375,-20.5,0,5,true,211
18,2024-02-21T20:39:49.985+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.375,2.625,-18.25,0,5,true,212
19,2024-02-21T20:39:50.019+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.625,1.6875,-15.5625,0,5,true,213
20,2024-02-21T20:39:50.057+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.125,0.75,-15.4375,0,5,true,214
21,2024-02-21T20:39:50.131+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.4375,0.9375,-15.6875,0,5,true,215
22,2024-02-21T20:39:50.171+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-2.5625,1.375,-17.1875,0,5,true,216
23,2024-02-21T20:39:50.207+0900,0,0,0,0,0,0,true,0.0,0.0,0.0,-2.0,1.6875,-16.75,0,5,true,217
24,2024-02-21T20:39:50.288+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.0625,1.125,-14.9375,0,5,true,218
25,2024-02-21T20:39:50.320+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.5,0.75,-16.0,0,5,true,219
26,2024-02-21T20:39:50.358+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.75,0.375,-16.125,0,5,true,220
27,2024-02-21T20:39:50.434+0900,7,0,0,0,0,0,false,0.0,0.0,0.0,-2.4375,-0.625,-19.875,0,5,true,221
28,2024-02-21T20:39:50.469+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.5,1.3125,-14.1875,0,5,true,222
29,2024-02-21T20:39:50.512+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.1875,0.375,-14.0625,0,5,true,223
30,2024-02-21T20:39:50.586+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.6875,1.25,-18.9375,0,5,true,224
31,2024-02-21T20:39:50.625+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.625,1.4375,-17.0,0,5,true,225
32,2024-02-21T20:39:50.656+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.4375,0.625,-15.875,0,5,true,226
33,2024-02-21T20:39:50.730+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.8125,0.0,-15.6875,0,5,true,227
34,2024-02-21T20:39:50.767+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.0,0.0,-16.0625,0,5,true,228
35,2024-02-21T20:39:50.804+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.25,0.0,-15.6875,0,5,true,229
36,2024-02-21T20:39:50.880+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.875,0.0,-16.0,0,5,true,230
37,2024-02-21T20:39:50.916+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.5,0.0625,-15.875,0,5,false,231
38,2024-02-21T20:39:50.954+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.0,0.1875,-15.5625,0,5,false,232
39,2024-02-21T20:39:51.030+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.5,0.3125,-15.625,0,5,false,233
40,2024-02-21T20:39:51.066+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.125,1.3125,-16.0625,0,5,false,234
41,2024-02-21T20:39:51.105+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.6875,1.5,-17.1875,0,5,false,235
42,2024-02-21T20:39:51.180+0900,0,0,0,7,230,201,false,0.0,0.0,0.0,-2.1875,1.9375,-17.625,0,5,false,236
43,2024-02-21T20:39:51.216+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.375,2.5625,-15.375,0,5,false,237
44,2024-02-21T20:39:51.255+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.1875,2.1875,-15.9375,0,5,false,238
45,2024-02-21T20:39:51.329+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.3125,2.0,-15.8125,0,5,false,239
46,2024-02-21T20:39:51.368+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.6875,2.75,-17.5,0,5,false,240
47,2024-02-21T20:39:51.405+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-2.4375,2.5625,-15.6875,0,5,false,241
48,2024-02-21T20:39:51.479+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.0,1.9375,-16.5625,0,5,false,242
49,2024-02-21T20:39:51.517+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.375,1.4375,-15.875,0,5,false,243
50,2024-02-21T20:39:51.556+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.5625,1.0625,-15.9375,0,5,false,244
51,2024-02-21T20:39:51.632+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.625,1.5,-16.25,0,5,false,245
52,2024-02-21T20:39:51.668+0900,0,0,7,0,0,0,false,0.0,0.0,0.0,-1.625,0.125,-16.375,0,5,false,246
53,2024-02-21T20:39:51.706+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.5,0.125,-15.1875,0,5,false,247
54,2024-02-21T20:39:51.781+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.5625,-0.3125,-14.625,0,5,false,248
55,2024-02-21T20:39:51.819+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.5,-0.6875,-14.3125,0,5,false,249
56,2024-02-21T20:39:51.856+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.625,0.125,-16.9375,0,5,false,250
57,2024-02-21T20:39:51.931+0900,0,7,0,7,0,0,false,0.0,0.0,0.0,-1.375,0.5,-17.5,0,5,false,251
58,2024-02-21T20:39:51.969+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.1875,-0.375,-18.0625,0,5,false,252
59,2024-02-21T20:39:52.008+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.6875,-0.8125,-16.0,0,5,false,253
60,2024-02-21T20:39:52.082+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.0,-1.4375,-13.0,0,5,false,254
61,2024-02-21T20:39:52.119+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.0,-2.0,-13.125,0,5,false,255
62,2024-02-21T20:39:52.157+0900,0,0,0,0,0,0,true,0.0,0.0,0.0,-1.4375,-1.375,-18.75,0,5,false,0
63,2024-02-21T20:39:52.233+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.75,0.5,-19.875,0,5,false,1
64,2024-02-21T20:39:52.271+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.625,-0.0625,-14.9375,0,5,false,2
65,2024-02-21T20:39:52.308+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.3125,-1.9375,-13.6875,0,5,false,3
66,2024-02-21T20:39:52.385+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.5,-2.3125,-15.25,0,5,false,4
67,2024-02-21T20:39:52.419+0900,0,0,0,0,280,149,false,0.0,0.0,0.0,-0.8125,-0.6875,-17.3125,0,5,false,5
68,2024-02-21T20:39:52.459+0900,0,0,0,0,0,0,true,0.0,0.0,0.0,-0.0625,0.0,-16.75,0,5,false,6
69,2024-02-21T20:39:52.532+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.375,-0.1875,-16.25,0,5,false,7
70,2024-02-21T20:39:52.569+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.5625,-0.3125,-15.8125,0,5,false,8
71,2024-02-21T20:39:52.605+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.0,0.0625,-16.3125,0,5,false,9
72,2024-02-21T20:39:52.682+0900,0,0,0,0,140,316,false,0.0,0.0,0.0,0.1875,0.3125,-16.8125,0,5,false,10
73,2024-02-21T20:39:52.718+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.0625,0.125,-16.4375,0,5,false,11
74,2024-02-21T20:39:52.756+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.125,0.3125,-16.0,0,5,false,12
75,2024-02-21T20:39:52.833+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.3125,0.0,-15.8125,0,5,false,13
76,2024-02-21T20:39:52.869+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.375,0.1875,-15.3125,0,5,false,14
77,2024-02-21T20:39:52.905+0900,7,0,0,0,0,0,false,0.0,0.0,0.0,-0.625,0.3125,-16.3125,0,5,false,15
78,2024-02-21T20:39:52.981+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.5625,0.875,-15.8125,0,5,false,16
79,2024-02-21T20:39:53.017+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-2.4375,0.875,-15.0625,0,5,false,17
80,2024-02-21T20:39:53.055+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-2.0625,1.0,-13.0,0,5,false,18
81,2024-02-21T20:39:53.132+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-1.5625,2.3125,-12.75,0,5,false,19
82,2024-02-21T20:39:53.168+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-0.875,4.9375,-12.8125,0,5,false,20
83,2024-02-21T20:39:53.206+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.1875,7.75,-15.25,0,5,false,21
