Timestamp,HeartRate
366,94
1353,93
2302,93
3271,94
4238,94
5170,94
6179,94
7161,94
8122,95
9084,95
10054,95
10983,95
12010,95
12960,95
13927,95
14893,95
15868,95
16803,95
17818,95
18769,95
19736,94
20701,93
21674,94
22607,94
23619,94
24577,94
25546,94
26517,94
27487,94
28426,94
29425,94
30390,94
31355,94
32332,94
33298,94
34231,94
35233,94
36202,94
37167,94
38137,94
39105,94
40038,94
41043,94
42008,94
42975,94
43944,94
44935,94
45838,94
46848,94
47816,94
48783,92
49753,93
50739,92
51649,92
52655,94
53619,93
54590,93
55559,93
56551,94
57458,94
58465,94
59430,94
