Recording timestamp,Recording date,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right
714704116,2024/04/08,480.7457627118644,811.0,484.2692307692308,847.25,477.3898305084746,798.5593220338983,-0.1502201923076923,0.21475326923076923,-0.9551732692307691,-0.27737389830508474,0.19809033898305087,-0.9301730508474576,5.474423076923076,5.673406779661017
715220406,2024/04/08,497.45762711864404,787.0169491525423,498.8421052631579,811.7719298245614,494.7457627118644,773.3898305084746,-0.14573526315789473,0.20694228070175438,-0.9580959649122809,-0.2725337288135593,0.1922966101694915,-0.9327401694915255,5.436929824561403,5.58193220338983
715736696,2024/04/08,479.5081967213115,522.1147540983607,475.9166666666667,544.1,483.3606557377049,501.2295081967213,-0.15357133333333334,0.12902966666666668,-0.9795750000000002,-0.278503606557377,0.11467311475409839,-0.9534829508196722,5.491616666666666,5.577032786885245
716252985,2024/04/08,466.57377049180326,557.8196721311475,466.91803278688525,578.4262295081967,466.0983606557377,537.360655737705,-0.1547616393442623,0.14343967213114756,-0.9773177049180328,-0.2817437704918033,0.12901868852459014,-0.9506249180327868,5.565262295081967,5.632754098360657
716769274,2024/04/08,624.3770491803278,735.688524590164,621.1147540983607,750.688524590164,627.672131147541,720.7377049180328,-0.10774409836065574,0.1995822950819672,-0.9696500000000001,-0.23392639344262292,0.18727114754098362,-0.9483767213114753,5.647606557377048,5.6723770491803265
717285565,2024/04/08,916.4262295081967,968.0327868852459,904.0655737704918,982.327868852459,928.4166666666666,952.0166666666667,-0.019366557377049173,0.27204508196721305,-0.958913606557377,-0.1426556666666667,0.2595671666666666,-0.9508618333333333,5.607098360655738,5.641016666666666
717801852,2024/04/08,976.8360655737705,908.2295081967213,972.1147540983607,933.8852459016393,982.15,879.6666666666666,0.0027136065573770502,0.255777868852459,-0.9617196721311476,-0.12660083333333333,0.23681216666666668,-0.9580033333333334,5.624262295081967,5.730933333333334
718318140,2024/04/08,715.6065573770492,501.6885245901639,721.0,533.5081967213115,710.3770491803278,469.9016393442623,-0.07410819672131147,0.12798573770491803,-0.9799281967213115,-0.20897278688524593,0.10848245901639343,-0.962512131147541,5.756475409836065,5.905360655737704
718834428,2024/04/08,499.38461538461536,233.30769230769232,517.5510204081633,257.6734693877551,488.15384615384613,205.32692307692307,-0.13296265306122448,0.04310999999999999,-0.9899891836734694,-0.2722642307692308,0.030495192307692303,-0.9614873076923078,5.756571428571428,5.897942307692308
719350716,2024/04/08,503.78846153846155,213.75,525.4897959183673,235.51020408163265,489.21153846153845,186.98076923076923,-0.13002999999999998,0.0382930612244898,-0.9906459183673468,-0.2718478846153846,0.02747557692307692,-0.9617251923076923,5.828163265306121,5.929346153846153
719867003,2024/04/08,482.73770491803276,263.21311475409834,501.0,296.1475409836066,464.26229508196724,230.11475409836066,-0.1413409836065574,0.05714147540983607,-0.9879911475409835,-0.28277393442622956,0.039030491803278694,-0.9581034426229508,5.7719999999999985,5.954426229508197
720383289,2024/04/08,451.5081967213115,309.62295081967216,468.4918032786885,339.2295081967213,434.5081967213115,280.0163934426229,-0.1536516393442623,0.07058,-0.9855780327868853,-0.2932622950819671,0.053425737704918035,-0.9545290163934426,5.424180327868853,5.679590163934427
720899577,2024/04/08,453.7049180327869,294.0,469.6885245901639,318.75409836065575,437.72131147540983,269.26229508196724,-0.15336459016393442,0.06340229508196721,-0.9861126229508196,-0.29223475409836064,0.04913442622950819,-0.9550698360655736,5.423409836065573,5.645098360655738
721415864,2024/04/08,443.6885245901639,263.8360655737705,456.88524590163934,286.37704918032784,430.59016393442624,241.36065573770492,-0.1566644262295082,0.05357229508196722,-0.9861198360655737,-0.2936904918032787,0.041191475409836066,-0.9549557377049182,5.675721311475411,5.87144262295082
721932151,2024/04/08,490.2950819672131,273.8524590163934,500.73770491803276,297.4590163934426,479.9672131147541,250.44262295081967,-0.14070868852459018,0.05878999999999999,-0.9879955737704919,-0.27814688524590164,0.04619065573770491,-0.95916868852459,5.671344262295083,5.895508196721311
722448439,2024/04/08,543.5245901639345,296.7049180327869,553.311475409836,316.6885245901639,533.655737704918,276.8524590163934,-0.1217132786885246,0.06487737704918033,-0.9903831147540983,-0.26077622950819673,0.05476098360655737,-0.9638022950819671,5.658704918032788,5.912754098360656
722964727,2024/04/08,536.7213114754098,321.5081967213115,546.655737704918,334.7049180327869,526.7213114754098,308.37704918032784,-0.12399606557377048,0.07139540983606557,-0.9895157377049181,-0.2628445901639344,0.06556672131147541,-0.9623947540983606,5.719147540983607,5.973360655737705
723481016,2024/04/08,505.24590163934425,388.44262295081967,517.1803278688525,403.21311475409834,493.37704918032784,373.655737704918,-0.13314327868852457,0.09599360655737704,-0.9862509836065574,-0.27264327868852456,0.08885901639344262,-0.9578222950819673,5.587426229508197,5.839737704918032
723997305,2024/04/08,488.25581395348837,414.4418604651163,499.3953488372093,432.06976744186045,477.16279069767444,396.6744186046512,-0.1360786046511628,0.10671790697674419,-0.9848988372093024,-0.27531744186046514,0.09812511627906977,-0.9562902325581397,5.42306976744186,5.6733488372093035
