,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.0,0.0,0.043478260869565216,0.5,0.0,0.0,0.0,0.0,0.04,0.05434782608695652,0.05434782608695652
recall,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.04,0.04,0.04
f1-score,0.0,0.0,0.0,0.0,0.07142857142857142,0.28571428571428575,0.0,0.0,0.0,0.0,0.04,0.03571428571428572,0.03571428571428572
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,50.0,50.0
