Recording timestamp,Recording date,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,label
1178931313,2024/04/08,469.0,479.0,457.0,501.0,482.0,458.0,-0.14706,0.11814,-0.98205,-0.26689,0.11224,-0.95717,5.792,6.147,drunk
1178947967,2024/04/08,465.0,483.0,453.0,505.0,476.0,461.0,-0.14732,0.1196,-0.98183,-0.26776,0.11397,-0.95672,5.781,6.127,drunk
1178964621,2024/04/08,458.0,475.0,453.0,497.0,462.0,454.0,-0.14697,0.11678,-0.98222,-0.27186,0.11125,-0.95589,5.768,6.094,drunk
1178981276,2024/04/08,472.0,476.0,455.0,492.0,489.0,460.0,-0.14456,0.11614,-0.98266,-0.26144,0.11438,-0.95842,5.759,6.088,drunk
1178997930,2024/04/08,473.0,478.0,456.0,495.0,489.0,460.0,-0.14329,0.1193,-0.98247,-0.26036,0.11653,-0.95845,5.749,6.088,drunk
1179014585,2024/04/08,461.0,478.0,462.0,498.0,461.0,458.0,-0.14119,0.12113,-0.98254,-0.26883,0.11687,-0.95607,5.748,6.099,drunk
1179031240,2024/04/08,470.0,476.0,463.0,499.0,477.0,452.0,-0.14,0.12198,-0.98261,-0.2635,0.1164,-0.95761,5.752,6.121,drunk
1179047894,2024/04/08,471.0,475.0,457.0,494.0,486.0,455.0,-0.14119,0.12,-0.98268,-0.25979,0.11796,-0.95843,5.745,6.114,drunk
1179064549,2024/04/08,468.0,475.0,444.0,488.0,492.0,462.0,-0.14462,0.11726,-0.98252,-0.25751,0.12023,-0.95877,5.745,6.103,drunk
1179081204,2024/04/08,469.0,475.0,449.0,487.0,490.0,463.0,-0.14236,0.1173,-0.98284,-0.25762,0.12139,-0.95859,5.743,6.102,drunk
1179097858,2024/04/08,470.0,481.0,450.0,496.0,489.0,467.0,-0.14208,0.11999,-0.98256,-0.25766,0.12308,-0.95837,5.735,6.11,drunk
1179114512,2024/04/08,472.0,482.0,451.0,498.0,492.0,466.0,-0.14116,0.12144,-0.98251,-0.25658,0.12369,-0.95858,5.724,6.109,drunk
1179131167,2024/04/08,469.0,485.0,453.0,498.0,484.0,471.0,-0.14092,0.12096,-0.9826,-0.25927,0.12534,-0.95764,5.709,6.108,drunk
1179147822,2024/04/08,471.0,481.0,455.0,494.0,486.0,467.0,-0.14042,0.11928,-0.98288,-0.25884,0.12404,-0.95792,5.7,6.108,drunk
1179164476,2024/04/08,479.0,474.0,461.0,484.0,498.0,464.0,-0.1391,0.11546,-0.98352,-0.25585,0.12282,-0.95888,5.693,6.094,drunk
1179181131,2024/04/08,478.0,477.0,456.0,484.0,500.0,469.0,-0.14064,0.11577,-0.98327,-0.25506,0.1247,-0.95885,5.688,6.09,drunk
1179197786,2024/04/08,472.0,485.0,456.0,500.0,489.0,470.0,-0.14161,0.12066,-0.98254,-0.25953,0.12444,-0.95768,5.685,6.089,drunk
1179214440,2024/04/08,471.0,484.0,460.0,501.0,481.0,468.0,-0.1407,0.12122,-0.9826,-0.26235,0.1238,-0.957,5.678,6.089,drunk
1179231095,2024/04/08,479.0,485.0,464.0,501.0,493.0,468.0,-0.1399,0.1214,-0.98269,-0.2594,0.12403,-0.95777,5.678,6.095,drunk
1179247750,2024/04/08,479.0,483.0,462.0,502.0,496.0,464.0,-0.14112,0.12191,-0.98246,-0.25938,0.12278,-0.95794,5.677,6.099,drunk
1179264403,2024/04/08,483.0,485.0,467.0,498.0,499.0,472.0,-0.14041,0.12046,-0.98274,-0.25908,0.12481,-0.95776,5.676,6.099,drunk
1179281058,2024/04/08,530.0,558.0,516.0,572.0,545.0,545.0,-0.12465,0.14452,-0.98162,-0.24503,0.14816,-0.95813,5.666,6.09,drunk
1179297713,2024/04/08,565.0,620.0,560.0,640.0,570.0,599.0,-0.11008,0.16725,-0.97975,-0.23734,0.16571,-0.95719,5.665,6.061,drunk
1179314367,2024/04/08,563.0,652.0,562.0,662.0,564.0,642.0,-0.10876,0.17327,-0.97885,-0.23769,0.17807,-0.95488,5.672,6.072,drunk
1179331022,2024/04/08,571.0,655.0,554.0,666.0,588.0,643.0,-0.1118,0.17412,-0.97836,-0.23026,0.17813,-0.95669,5.668,6.084,drunk
1179347677,2024/04/08,574.0,656.0,556.0,667.0,593.0,645.0,-0.11275,0.17435,-0.97821,-0.23032,0.17817,-0.95667,5.659,6.07,drunk
1179364331,2024/04/08,569.0,660.0,554.0,668.0,585.0,651.0,-0.11388,0.17506,-0.97795,-0.23358,0.17968,-0.95559,5.656,6.052,drunk
1179380986,2024/04/08,575.0,662.0,558.0,669.0,591.0,655.0,-0.11288,0.17527,-0.97803,-0.23223,0.18062,-0.95574,5.655,6.019,drunk
1179397641,2024/04/08,579.0,662.0,555.0,671.0,603.0,653.0,-0.11442,0.1752,-0.97786,-0.22927,0.17883,-0.95679,5.629,5.984,drunk
1179414295,2024/04/08,582.0,661.0,558.0,675.0,607.0,647.0,-0.11403,0.1755,-0.97785,-0.22884,0.1757,-0.95748,5.599,5.937,drunk
1179430949,2024/04/08,576.0,669.0,556.0,687.0,596.0,651.0,-0.1149,0.17858,-0.97719,-0.23267,0.17578,-0.95654,5.574,5.89,drunk
1179447604,2024/04/08,550.0,659.0,522.0,679.0,578.0,639.0,-0.12703,0.17551,-0.97625,-0.2391,0.1708,-0.95585,5.52,5.845,drunk
1179464259,2024/04/08,507.0,620.0,476.0,644.0,537.0,595.0,-0.14188,0.16484,-0.97606,-0.25199,0.1568,-0.95494,5.464,5.788,drunk
1179480913,2024/04/08,477.0,579.0,449.0,602.0,504.0,555.0,-0.15061,0.15151,-0.97691,-0.26244,0.14389,-0.95416,5.418,5.735,drunk
1179497568,2024/04/08,476.0,568.0,460.0,593.0,492.0,542.0,-0.147,0.14841,-0.97794,-0.26636,0.13919,-0.95377,5.389,5.697,drunk
1179514223,2024/04/08,475.0,567.0,458.0,590.0,491.0,544.0,-0.14777,0.14674,-0.97807,-0.26664,0.13886,-0.95374,5.351,5.665,drunk
1179530877,2024/04/08,476.0,566.0,466.0,588.0,487.0,544.0,-0.14465,0.14612,-0.97863,-0.26751,0.13863,-0.95353,5.321,5.627,drunk
1179547532,2024/04/08,486.0,526.0,476.0,551.0,496.0,501.0,-0.14165,0.1336,-0.98086,-0.26496,0.12434,-0.95621,5.288,5.596,drunk
1179564186,2024/04/08,487.0,468.0,462.0,482.0,511.0,455.0,-0.1467,0.11039,-0.983,-0.26154,0.10867,-0.95906,5.25,5.558,drunk
1179580840,2024/04/08,479.0,438.0,465.0,460.0,494.0,416.0,-0.14519,0.10348,-0.98398,-0.26602,0.09593,-0.95918,5.214,5.503,drunk
1179597495,2024/04/08,490.0,445.0,486.0,475.0,494.0,416.0,-0.13706,0.10877,-0.98457,-0.2648,0.0962,-0.95949,5.215,5.503,drunk
1179614150,2024/04/08,485.0,473.0,485.0,473.0,nan,nan,-0.13701,0.109,-0.98455,nan,nan,nan,5.193,nan,drunk
1179630804,2024/04/08,477.0,464.0,477.0,464.0,nan,nan,-0.13939,0.1065,-0.98449,nan,nan,nan,5.166,nan,drunk
1179647459,2024/04/08,475.0,466.0,475.0,466.0,nan,nan,-0.13932,0.10699,-0.98445,nan,nan,nan,5.158,nan,drunk
1179664114,2024/04/08,498.0,439.0,482.0,474.0,515.0,403.0,-0.13724,0.11012,-0.9844,-0.25691,0.09463,-0.96179,5.179,5.478,drunk
1179680769,2024/04/08,500.0,435.0,489.0,462.0,511.0,407.0,-0.13431,0.10613,-0.98524,-0.25782,0.09606,-0.96141,5.181,5.456,drunk
1179697423,2024/04/08,503.0,444.0,499.0,464.0,506.0,424.0,-0.1305,0.10719,-0.98564,-0.25904,0.10207,-0.96046,5.202,5.476,drunk
1179714077,2024/04/08,498.0,444.0,501.0,467.0,496.0,420.0,-0.12961,0.10894,-0.98556,-0.262,0.10154,-0.95971,5.201,5.48,drunk
1179730732,2024/04/08,496.0,439.0,498.0,468.0,493.0,409.0,-0.12989,0.11036,-0.98537,-0.26254,0.09895,-0.95984,5.202,5.481,drunk
1179747386,2024/04/08,497.0,436.0,498.0,460.0,496.0,412.0,-0.1295,0.1083,-0.98565,-0.26134,0.10069,-0.95998,5.217,5.49,drunk
1179764041,2024/04/08,498.0,432.0,487.0,444.0,509.0,419.0,-0.13314,0.10303,-0.98573,-0.25722,0.10335,-0.96081,5.204,5.53,drunk
1179780696,2024/04/08,498.0,431.0,485.0,448.0,511.0,415.0,-0.13333,0.10423,-0.98558,-0.25637,0.10205,-0.96118,5.217,5.54,drunk
1179797350,2024/04/08,496.0,433.0,491.0,457.0,501.0,410.0,-0.13099,0.10734,-0.98556,-0.25919,0.10053,-0.96058,5.25,5.525,drunk
1179814005,2024/04/08,494.0,433.0,493.0,454.0,495.0,411.0,-0.12984,0.10707,-0.98574,-0.2606,0.10143,-0.9601,5.269,5.542,drunk
1179830660,2024/04/08,496.0,429.0,489.0,445.0,502.0,412.0,-0.13068,0.10484,-0.98587,-0.258,0.103,-0.96064,5.267,5.562,drunk
1179847314,2024/04/08,495.0,429.0,489.0,449.0,500.0,409.0,-0.1301,0.10684,-0.98573,-0.25837,0.10266,-0.96057,5.29,5.582,drunk
1179863968,2024/04/08,494.0,431.0,491.0,446.0,496.0,416.0,-0.12896,0.10619,-0.98595,-0.25918,0.10543,-0.96006,5.31,5.602,drunk
1179880623,2024/04/08,495.0,431.0,497.0,442.0,493.0,420.0,-0.12666,0.10513,-0.98636,-0.25957,0.10681,-0.9598,5.336,5.622,drunk
1179897277,2024/04/08,486.0,430.0,491.0,450.0,482.0,411.0,-0.1282,0.10756,-0.9859,-0.26295,0.10372,-0.95922,5.359,5.63,drunk
1179913932,2024/04/08,482.0,427.0,484.0,455.0,479.0,400.0,-0.13005,0.10911,-0.98549,-0.2634,0.10032,-0.95946,5.38,5.652,drunk
1179930587,2024/04/08,488.0,429.0,486.0,452.0,489.0,405.0,-0.12931,0.10832,-0.98567,-0.25994,0.10229,-0.96019,5.389,5.685,drunk
1179947242,2024/04/08,487.0,429.0,481.0,450.0,493.0,408.0,-0.13039,0.10832,-0.98553,-0.25845,0.1041,-0.9604,5.414,5.705,drunk
1179963896,2024/04/08,481.0,388.0,485.0,387.0,478.0,389.0,-0.12867,0.08796,-0.98778,-0.26188,0.09886,-0.96002,5.445,5.678,drunk
1179980551,2024/04/08,522.0,274.0,506.0,304.0,538.0,243.0,-0.12205,0.06022,-0.9907,-0.24426,0.05128,-0.96835,5.482,5.733,drunk
1179997206,2024/04/08,525.0,274.0,520.0,299.0,530.0,249.0,-0.11742,0.05846,-0.99136,-0.24655,0.05325,-0.96767,5.512,5.771,drunk
1180013859,2024/04/08,523.0,270.0,524.0,292.0,522.0,249.0,-0.11666,0.05566,-0.99161,-0.24984,0.05294,-0.96684,5.53,5.794,drunk
1180030514,2024/04/08,525.0,266.0,529.0,286.0,520.0,247.0,-0.11495,0.05324,-0.99194,-0.25066,0.05174,-0.96669,5.542,5.823,drunk
1180047169,2024/04/08,528.0,270.0,532.0,290.0,524.0,250.0,-0.11403,0.05494,-0.99196,-0.24937,0.05283,-0.96697,5.565,5.844,drunk
1180063823,2024/04/08,525.0,278.0,523.0,299.0,528.0,258.0,-0.11721,0.05787,-0.99142,-0.24874,0.05545,-0.96698,5.612,5.865,drunk
1180080478,2024/04/08,522.0,280.0,519.0,301.0,525.0,258.0,-0.11901,0.05884,-0.99115,-0.24962,0.05588,-0.96673,5.634,5.887,drunk
1180097133,2024/04/08,529.0,280.0,525.0,300.0,533.0,261.0,-0.11711,0.05854,-0.99139,-0.24764,0.05671,-0.96719,5.644,5.913,drunk
1180113787,2024/04/08,534.0,276.0,532.0,296.0,536.0,256.0,-0.11498,0.05733,-0.99171,-0.24679,0.05504,-0.9675,5.666,5.935,drunk
