Recording timestamp,Recording date,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,label
1341709112,2024/04/08,835.0,337.0,824.0,369.0,846.0,304.0,-0.02203,0.09323,-0.9954,-0.15726,0.07332,-0.98483,3.922,3.922,drunk
1341725765,2024/04/08,835.0,340.0,820.0,372.0,849.0,309.0,-0.02384,0.09382,-0.9953,-0.15651,0.07466,-0.98485,3.914,3.909,drunk
1341742420,2024/04/08,834.0,342.0,819.0,369.0,849.0,315.0,-0.02466,0.09323,-0.99534,-0.15702,0.07678,-0.98461,3.919,3.91,drunk
1341759075,2024/04/08,829.0,341.0,814.0,366.0,844.0,316.0,-0.02692,0.09169,-0.99542,-0.15901,0.0765,-0.98431,3.915,3.905,drunk
1341775729,2024/04/08,816.0,336.0,796.0,357.0,836.0,316.0,-0.03339,0.08863,-0.9955,-0.16175,0.07646,-0.98386,3.912,3.871,drunk
1341792384,2024/04/08,824.0,335.0,801.0,357.0,846.0,314.0,-0.03154,0.08846,-0.99558,-0.15818,0.07567,-0.98451,3.918,3.865,drunk
1341809038,2024/04/08,825.0,341.0,803.0,367.0,848.0,315.0,-0.03114,0.09146,-0.99532,-0.15761,0.0754,-0.98462,3.924,3.895,drunk
1341825692,2024/04/08,824.0,343.0,802.0,369.0,847.0,317.0,-0.03156,0.09169,-0.99529,-0.15801,0.07524,-0.98457,3.917,3.9,drunk
1341842347,2024/04/08,826.0,344.0,799.0,376.0,853.0,312.0,-0.03182,0.09403,-0.99506,-0.15537,0.07361,-0.98511,3.936,3.899,drunk
1341859002,2024/04/08,826.0,346.0,799.0,380.0,853.0,312.0,-0.03122,0.0948,-0.99501,-0.1548,0.07286,-0.98526,3.94,3.892,drunk
1341875657,2024/04/08,824.0,348.0,799.0,378.0,849.0,317.0,-0.0305,0.09414,-0.99509,-0.15548,0.075,-0.98499,3.92,3.9,drunk
1341892311,2024/04/08,796.0,346.0,768.0,376.0,824.0,316.0,-0.04085,0.09233,-0.99489,-0.16332,0.07335,-0.98384,3.92,3.904,drunk
1341908965,2024/04/08,761.0,344.0,754.0,376.0,769.0,311.0,-0.04605,0.09271,-0.99463,-0.18178,0.07174,-0.98072,3.857,3.893,drunk
1341925620,2024/04/08,712.0,357.0,699.0,394.0,724.0,320.0,-0.06423,0.10029,-0.99288,-0.19535,0.07609,-0.97778,3.843,3.9,drunk
1341942273,2024/04/08,706.0,351.0,699.0,394.0,713.0,309.0,-0.06321,0.09954,-0.99302,-0.19812,0.07176,-0.97755,3.843,3.924,drunk
1341958928,2024/04/08,711.0,305.0,nan,nan,711.0,305.0,nan,nan,nan,-0.19829,0.07061,-0.9776,nan,3.941,drunk
1341975583,2024/04/08,713.0,336.0,722.0,361.0,703.0,311.0,-0.05416,0.08696,-0.99474,-0.20052,0.07292,-0.97697,4.07,3.95,drunk
1341992237,2024/04/08,706.0,342.0,708.0,374.0,703.0,310.0,-0.05718,0.09308,-0.99402,-0.19916,0.07418,-0.97716,3.979,3.965,drunk
1342008892,2024/04/08,705.0,332.0,702.0,364.0,708.0,300.0,-0.05908,0.0894,-0.99424,-0.19722,0.07102,-0.97778,3.986,3.987,drunk
1342025547,2024/04/08,703.0,328.0,697.0,361.0,709.0,294.0,-0.06021,0.08932,-0.99418,-0.19675,0.06974,-0.97797,4.003,4.003,drunk
1342042201,2024/04/08,694.0,339.0,689.0,380.0,700.0,298.0,-0.06395,0.09594,-0.99333,-0.20033,0.07083,-0.97716,3.935,4.019,drunk
1342058855,2024/04/08,697.0,330.0,700.0,369.0,695.0,292.0,-0.06121,0.09208,-0.99387,-0.20276,0.06909,-0.97679,3.972,4.031,drunk
1342075510,2024/04/08,698.0,327.0,700.0,369.0,697.0,285.0,-0.06106,0.09298,-0.99379,-0.20177,0.06747,-0.97711,3.972,4.049,drunk
1342092164,2024/04/08,696.0,288.0,nan,nan,696.0,288.0,nan,nan,nan,-0.20211,0.06866,-0.97695,nan,4.067,drunk
1342108818,2024/04/08,660.0,314.0,656.0,328.0,664.0,300.0,-0.07713,0.07876,-0.99391,-0.21308,0.0724,-0.97435,4.144,4.072,drunk
1342125473,2024/04/08,650.0,322.0,657.0,351.0,644.0,292.0,-0.0754,0.08692,-0.99336,-0.21888,0.06969,-0.97326,4.081,4.087,drunk
1342142128,2024/04/08,650.0,317.0,654.0,348.0,645.0,287.0,-0.07642,0.08597,-0.99336,-0.21898,0.0677,-0.97338,4.092,4.107,drunk
1342158782,2024/04/08,649.0,317.0,654.0,345.0,644.0,289.0,-0.0765,0.08502,-0.99344,-0.2197,0.06862,-0.97315,4.095,4.117,drunk
