Recording timestamp,Recording date,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,label
2179728144,2024/04/08,584.0,250.0,574.0,293.0,594.0,206.0,-0.10338,0.05634,-0.99304,-0.23193,0.0332,-0.97217,4.609,4.777,drunk
2179744800,2024/04/08,580.0,252.0,571.0,290.0,590.0,214.0,-0.10408,0.05487,-0.99305,-0.23312,0.03564,-0.97179,4.601,4.771,drunk
2179761454,2024/04/08,584.0,247.0,568.0,282.0,601.0,213.0,-0.10463,0.05218,-0.99314,-0.22905,0.03558,-0.97276,4.592,4.773,drunk
2179778109,2024/04/08,583.0,245.0,566.0,276.0,601.0,214.0,-0.10513,0.05084,-0.99316,-0.22839,0.03625,-0.97289,4.594,4.777,drunk
2179794764,2024/04/08,579.0,253.0,564.0,289.0,594.0,218.0,-0.10588,0.0565,-0.99277,-0.23071,0.03879,-0.97225,4.543,4.776,drunk
2179811419,2024/04/08,580.0,248.0,567.0,282.0,594.0,213.0,-0.10433,0.05469,-0.99304,-0.23013,0.03772,-0.97243,4.557,4.771,drunk
2179828073,2024/04/08,577.0,241.0,560.0,272.0,595.0,209.0,-0.10549,0.05118,-0.9931,-0.22891,0.03668,-0.97276,4.614,4.773,drunk
2179844727,2024/04/08,575.0,242.0,560.0,275.0,591.0,208.0,-0.10542,0.05208,-0.99306,-0.23001,0.03604,-0.97252,4.614,4.78,drunk
2179861382,2024/04/08,575.0,250.0,562.0,279.0,588.0,221.0,-0.10451,0.0528,-0.99312,-0.23079,0.04031,-0.97217,4.628,4.808,drunk
2179878038,2024/04/08,579.0,245.0,569.0,273.0,589.0,217.0,-0.10169,0.05056,-0.99353,-0.22994,0.03887,-0.97243,4.63,4.812,drunk
2179894692,2024/04/08,598.0,244.0,580.0,278.0,616.0,211.0,-0.09887,0.05284,-0.9937,-0.22173,0.03725,-0.9744,4.562,4.791,drunk
2179911347,2024/04/08,644.0,258.0,642.0,293.0,645.0,222.0,-0.07742,0.05929,-0.99523,-0.21205,0.04212,-0.97635,4.556,4.781,drunk
2179928002,2024/04/08,644.0,264.0,645.0,302.0,644.0,226.0,-0.07556,0.06318,-0.99514,-0.21171,0.04437,-0.97632,4.652,4.799,drunk
2179944656,2024/04/08,642.0,260.0,642.0,299.0,641.0,222.0,-0.07551,0.06274,-0.99517,-0.21222,0.04391,-0.97624,4.656,4.812,drunk
2179961311,2024/04/08,640.0,247.0,636.0,280.0,645.0,214.0,-0.07751,0.0564,-0.99539,-0.21096,0.04105,-0.97663,4.623,4.824,drunk
2179977966,2024/04/08,643.0,243.0,641.0,276.0,645.0,211.0,-0.0755,0.05505,-0.99563,-0.21074,0.04014,-0.97672,4.62,4.824,drunk
2179994620,2024/04/08,643.0,238.0,644.0,274.0,641.0,201.0,-0.0742,0.05448,-0.99575,-0.21219,0.03686,-0.97653,4.624,4.805,drunk
2180011276,2024/04/08,642.0,236.0,642.0,273.0,641.0,199.0,-0.07487,0.05429,-0.99571,-0.21218,0.03625,-0.97656,4.622,4.809,drunk
2180027931,2024/04/08,641.0,233.0,644.0,268.0,638.0,198.0,-0.07417,0.0533,-0.99582,-0.21317,0.03677,-0.97632,4.624,4.812,drunk
2180044585,2024/04/08,644.0,230.0,650.0,268.0,638.0,193.0,-0.07184,0.0539,-0.99596,-0.21331,0.03559,-0.97634,4.63,4.807,drunk
2180061240,2024/04/08,641.0,227.0,642.0,264.0,641.0,189.0,-0.07491,0.05306,-0.99578,-0.21267,0.03457,-0.97651,4.618,4.802,drunk
2180077895,2024/04/08,641.0,227.0,641.0,261.0,642.0,194.0,-0.07536,0.05214,-0.99579,-0.21247,0.03651,-0.97649,4.616,4.795,drunk
2180094550,2024/04/08,638.0,230.0,637.0,263.0,638.0,198.0,-0.07684,0.05241,-0.99567,-0.21392,0.03764,-0.97613,4.613,4.78,drunk
2180111204,2024/04/08,639.0,230.0,638.0,262.0,639.0,199.0,-0.07648,0.05176,-0.99573,-0.21385,0.03773,-0.97614,4.601,4.765,drunk
2180127859,2024/04/08,641.0,232.0,655.0,269.0,626.0,195.0,-0.071,0.05485,-0.99597,-0.21849,0.03679,-0.97515,4.543,4.75,drunk
2180144514,2024/04/08,488.0,231.0,437.0,272.0,539.0,190.0,-0.14717,0.05495,-0.98758,-0.24686,0.03455,-0.96843,4.516,4.745,drunk
2180161168,2024/04/08,404.0,234.0,398.0,278.0,410.0,190.0,-0.16083,0.05756,-0.9853,-0.2882,0.03457,-0.95694,4.541,4.731,drunk
2180177823,2024/04/08,356.0,239.0,353.0,281.0,358.0,198.0,-0.17403,0.06072,-0.98287,-0.30261,0.0394,-0.9523,4.509,4.711,drunk
2180194478,2024/04/08,349.0,236.0,356.0,276.0,342.0,195.0,-0.17347,0.0587,-0.98309,-0.30803,0.03838,-0.9506,4.46,4.722,drunk
2180211132,2024/04/08,345.0,221.0,350.0,251.0,339.0,190.0,-0.17559,0.0498,-0.9832,-0.30926,0.03628,-0.95029,4.467,4.719,drunk
2180227787,2024/04/08,344.0,217.0,350.0,251.0,338.0,183.0,-0.17641,0.05001,-0.98304,-0.31028,0.03407,-0.95004,4.467,4.691,drunk
