Recording timestamp,Recording date,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,label
181158433,2024/04/08,459.0,400.0,440.0,410.0,478.0,391.0,-0.2025,0.10336,-0.97381,-0.315,0.09925,-0.94389,6.14,6.303,drunk
181175088,2024/04/08,466.0,398.0,455.0,405.0,476.0,390.0,-0.19566,0.10233,-0.97532,-0.31362,0.09939,-0.94433,6.259,6.305,drunk
181191742,2024/04/08,463.0,402.0,451.0,403.0,475.0,401.0,-0.19624,0.10098,-0.97534,-0.3137,0.1025,-0.94397,6.265,6.313,drunk
181208397,2024/04/08,459.0,403.0,445.0,401.0,473.0,406.0,-0.19669,0.10086,-0.97526,-0.31306,0.10464,-0.94395,6.264,6.322,drunk
181225052,2024/04/08,454.0,400.0,447.0,400.0,462.0,399.0,-0.19523,0.09957,-0.97569,-0.31561,0.10166,-0.94343,6.261,6.325,drunk
181241706,2024/04/08,456.0,404.0,453.0,416.0,458.0,391.0,-0.19093,0.10478,-0.976,-0.31499,0.09934,-0.94388,6.256,6.318,drunk
181258360,2024/04/08,454.0,403.0,447.0,420.0,461.0,385.0,-0.19152,0.1047,-0.97589,-0.31305,0.09654,-0.94482,6.262,6.327,drunk
181275015,2024/04/08,450.0,401.0,447.0,416.0,454.0,387.0,-0.18886,0.10306,-0.97658,-0.31266,0.09726,-0.94487,6.266,6.342,drunk
181291669,2024/04/08,451.0,405.0,449.0,417.0,454.0,394.0,-0.18642,0.10194,-0.97717,-0.31105,0.09891,-0.94523,6.266,6.342,drunk
181308324,2024/04/08,439.0,407.0,426.0,412.0,452.0,401.0,-0.1917,0.1003,-0.97632,-0.30956,0.10119,-0.94548,6.158,6.346,drunk
181324979,2024/04/08,451.0,404.0,nan,nan,451.0,404.0,nan,nan,nan,-0.30765,0.10086,-0.94614,nan,6.341,drunk
181341633,2024/04/08,455.0,405.0,nan,nan,455.0,405.0,nan,nan,nan,-0.30416,0.10029,-0.94733,nan,6.34,drunk
181358287,2024/04/08,458.0,408.0,nan,nan,458.0,408.0,nan,nan,nan,-0.30061,0.10054,-0.94843,nan,6.333,drunk
181374942,2024/04/08,459.0,413.0,nan,nan,459.0,413.0,nan,nan,nan,-0.29779,0.10136,-0.94924,nan,6.335,drunk
181391596,2024/04/08,461.0,416.0,nan,nan,461.0,416.0,nan,nan,nan,-0.2949,0.10178,-0.95009,nan,6.335,drunk
181408251,2024/04/08,468.0,411.0,nan,nan,468.0,411.0,nan,nan,nan,-0.29085,0.09933,-0.9516,nan,6.328,drunk
