date,type,subType,value
20240221-224818,slowHeadTilting,forward,-1
20240221-224830,slowHeadTilting,forward,1
20240221-224831,slowHeadTilting,right,1
20240221-224832,slowHeadTilting,forward,-1
20240221-224833,slowHeadTilting,right,-1
20240221-224836,slowHeadTilting,right,1
20240221-224836,slowHeadTilting,right,-1
20240221-224837,slowHeadTilting,right,1
20240221-224837,slowHeadTilting,right,-1

